OverallQual,LotFrontage,SalePrice,OverallCond,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea
4,67.0,108000,5,8777,1949,2003,0.0,0,0,1126,0,1126,5,520,96,0,0,0,0
7,85.0,284000,5,10625,2003,2004,292.0,132,998,1006,1040,2046,8,871,62,0,0,0,0
5,58.0,113000,6,6380,1922,1950,0.0,993,993,1048,0,1048,5,280,0,116,0,0,0
5,69.0,141000,5,14850,1957,1957,0.0,197,1092,1092,0,1092,6,299,0,0,0,122,0
4,60.0,108000,6,11040,1920,1950,0.0,0,637,897,439,1336,7,570,47,120,0,0,0
7,57.0,175000,5,21872,1996,1997,0.0,125,729,729,717,1446,6,406,22,0,0,0,0
7,,234000,5,3196,2003,2004,18.0,1374,1374,1557,0,1557,7,420,20,0,0,0,0
5,,121500,6,11341,1957,1996,180.0,90,1392,1392,0,1392,5,528,0,0,0,95,0
5,77.0,170000,5,10010,1974,1975,0.0,195,1389,1389,0,1389,6,418,38,0,0,0,0
5,63.0,108000,6,13907,1940,1969,0.0,706,996,996,0,996,6,0,0,0,0,0,0
6,66.0,185000,7,21780,1918,1950,0.0,1163,1163,1163,511,1674,8,396,36,0,0,144,0
7,,268000,5,13346,1992,2000,0.0,367,1095,1166,1129,2295,9,590,40,0,0,0,0
6,66.0,128000,4,6858,1915,1950,0.0,806,806,841,806,1647,6,216,66,136,0,0,0
9,77.0,325000,5,11198,2005,2007,245.0,1122,1122,1134,1370,2504,11,656,39,0,0,0,0
7,70.0,214000,5,10171,2004,2004,168.0,1515,1517,1535,0,1535,7,532,0,0,0,0,0
8,79.0,316600,8,12327,1983,2009,0.0,55,1496,1496,636,2132,5,612,40,0,0,0,0
5,,135960,5,7032,1979,1979,0.0,0,943,943,0,943,4,600,0,0,0,0,0
5,74.0,142600,5,13101,1965,1965,108.0,1497,1728,1728,0,1728,10,576,0,0,0,0,0
6,60.0,120000,6,7332,1959,1959,207.0,450,864,864,0,864,4,288,0,0,0,0,0
7,83.0,224500,5,13159,2009,2009,0.0,846,846,846,846,1692,6,650,114,0,0,0,0
7,76.0,170000,5,9967,2000,2000,0.0,384,384,774,656,1430,8,400,0,0,0,0,0
5,70.0,139000,7,10500,1971,2005,82.0,23,372,576,533,1109,5,288,0,0,0,0,0
5,80.0,118500,5,8480,1947,1950,0.0,390,832,832,384,1216,6,336,0,102,0,0,0
7,52.0,145000,7,6292,1928,1950,0.0,861,861,877,600,1477,6,216,50,0,0,0,0
5,96.0,164500,6,11777,1966,1966,97.0,285,1164,1320,0,1320,6,564,68,240,0,0,0
7,34.0,146000,5,3604,2007,2007,0.0,689,689,703,689,1392,5,540,102,0,0,0,0
5,81.0,131500,5,12150,1954,1954,335.0,1050,1050,1050,745,1795,7,352,0,0,0,0,0
6,,181900,6,14585,1960,1987,85.0,331,1144,1429,0,1429,7,572,110,0,0,0,0
8,98.0,253293,5,12704,2008,2009,306.0,2042,2042,2042,0,2042,8,1390,90,0,0,0,0
6,81.0,118500,5,11841,1990,1990,104.0,0,816,816,0,816,5,0,32,0,0,0,0
10,75.0,325000,9,13500,1893,2000,0.0,1237,1237,1521,1254,2775,9,880,502,0,0,0,0
4,51.0,133000,7,6120,1935,1995,0.0,884,884,989,584,1573,6,240,0,54,0,120,0
8,88.0,369900,5,11443,2005,2006,208.0,408,1868,2028,0,2028,7,880,66,0,0,0,0
6,55.0,130000,7,10267,1918,2000,0.0,0,816,838,0,838,5,275,0,112,0,0,0
5,74.0,137000,6,8740,1982,1982,0.0,168,840,860,0,860,4,528,0,0,0,0,0
5,65.0,143000,8,25095,1968,2003,0.0,113,1437,1473,0,1473,5,452,48,0,0,60,0
5,50.0,79500,6,9100,1930,1960,0.0,742,742,779,0,935,4,308,0,0,0,0,0
7,64.0,185900,5,8320,2004,2004,0.0,280,770,770,812,1582,6,520,45,0,0,0,0
10,97.0,451950,5,13478,2008,2008,420.0,384,1722,1728,568,2296,10,842,274,0,0,0,0
5,60.0,138000,8,6600,1982,2003,0.0,0,816,816,0,816,4,816,0,0,0,0,0
6,,140000,5,4435,2003,2003,170.0,163,848,848,0,848,4,420,0,0,0,0,0
5,88.0,110000,6,7990,1975,1975,0.0,924,924,924,0,924,5,280,0,0,0,0,0
8,69.0,319000,5,11302,2005,2006,238.0,392,1814,1826,0,1826,7,758,75,0,0,120,0
6,60.0,114504,7,3600,1910,1993,0.0,684,684,684,684,1368,7,216,158,0,0,0,0
7,53.0,194201,5,3922,2006,2007,72.0,1258,1258,1402,0,1402,7,648,16,0,0,0,0
5,80.0,217500,6,12984,1977,1977,459.0,0,1430,1647,0,1647,7,621,0,0,0,0,0
6,24.0,151000,6,1950,1980,1980,0.0,23,716,716,840,1556,6,452,0,0,0,0,0
8,74.0,275000,5,10927,2005,2005,280.0,512,1058,1058,846,1904,8,736,60,0,0,0,0
6,50.0,141000,6,9000,1937,1950,0.0,780,780,780,595,1375,6,544,162,0,0,126,0
8,80.0,220000,5,10041,1992,1992,0.0,119,908,927,988,1915,8,506,150,0,0,0,0
7,30.0,151000,5,3182,2004,2005,0.0,600,600,600,600,1200,4,480,172,0,0,0,0
7,88.0,221000,5,12803,2002,2002,99.0,572,1494,1494,0,1494,6,530,36,0,0,0,0
7,85.0,205000,6,13600,1965,1990,176.0,314,768,1186,800,1986,7,486,42,0,0,189,0
5,82.0,152000,5,12464,1996,1996,0.0,308,1040,1040,0,1040,6,576,0,0,0,0,0
5,78.0,225000,8,7800,1948,2002,0.0,293,896,1112,896,2008,8,230,0,0,0,0,0
8,78.0,359100,6,12168,1934,1998,0.0,537,965,1940,1254,3194,10,380,0,0,0,0,0
4,61.0,118500,5,7943,1961,1961,192.0,126,1029,1029,0,1029,5,261,0,39,0,0,0
9,,313000,5,11050,2000,2000,204.0,536,1440,1476,677,2153,8,736,142,0,0,0,0
6,,148000,6,10395,1978,1978,233.0,427,1032,1032,0,1032,6,564,0,0,0,0,0
8,,261500,5,11885,2001,2001,108.0,309,1299,1299,573,1872,7,531,122,0,0,0,0
5,70.0,147000,5,8402,2007,2007,0.0,914,1120,1120,0,1120,6,0,30,0,0,0,0
4,21.0,75500,6,1491,1972,1972,0.0,0,630,630,0,630,3,0,24,0,0,0,0
6,80.0,137500,7,8800,1963,1963,156.0,173,936,1054,0,1054,6,480,0,0,0,0,0
6,,183200,5,7861,2002,2003,0.0,326,783,807,702,1509,7,393,75,0,0,0,0
6,59.0,105500,6,7227,1954,1954,0.0,832,832,832,0,832,4,528,0,0,0,0,0
9,90.0,314813,5,11694,2007,2007,452.0,1774,1822,1828,0,1828,9,774,108,0,0,260,0
8,85.0,305000,5,12244,2003,2003,226.0,611,1482,1482,780,2262,10,749,0,0,0,0,0
3,45.0,67000,3,8248,1914,1950,0.0,823,864,864,0,864,5,0,0,100,0,0,0
6,90.0,240000,7,10800,1974,1997,0.0,384,1522,1548,1066,2614,9,624,243,0,0,0,0
5,71.0,135000,6,7064,1977,1977,153.0,420,980,980,0,980,6,484,0,0,0,0,0
6,,168500,5,2117,2000,2000,513.0,336,756,756,756,1512,4,440,32,0,0,0,0
6,80.0,165150,5,10400,1972,1972,288.0,485,732,1012,778,1790,8,484,0,0,0,147,0
6,87.0,160000,6,10000,1962,1962,261.0,1116,1116,1116,0,1116,5,440,0,0,0,385,0
5,,139900,5,12342,1960,1978,0.0,978,978,1422,0,1422,6,286,0,36,0,0,0
6,80.0,153000,6,9600,1955,1972,164.0,350,1156,1520,0,1520,7,364,0,189,0,0,0
5,70.0,135000,5,11606,1969,1969,192.0,390,1040,1040,1040,2080,9,504,0,0,0,0,0
6,82.0,168500,5,9020,1964,1964,259.0,288,1248,1350,0,1350,6,520,0,0,0,0,0
5,50.0,124000,6,9000,1880,1991,0.0,636,636,1089,661,1750,8,240,0,293,0,0,0
8,34.0,209500,5,4590,2006,2006,108.0,1530,1554,1554,0,1554,6,627,73,0,0,0,0
7,85.0,82500,5,11900,1977,1977,209.0,564,1386,1411,0,1411,6,544,0,0,0,0,0
5,80.0,139400,7,9250,1954,2005,0.0,108,1056,1056,0,1056,6,260,0,0,0,0,0
6,64.0,144000,5,6979,1980,1980,0.0,0,1056,1056,0,1056,4,576,56,0,0,0,0
6,60.0,200000,7,10896,1914,1995,0.0,1184,1440,1440,1440,3395,14,0,110,0,0,0,0
2,51.0,60000,3,6120,1936,1950,0.0,264,264,800,0,800,4,0,0,0,0,0,0
5,50.0,93000,4,6000,1954,1954,0.0,811,811,811,576,1387,7,256,0,0,0,0,0
5,67.0,85000,7,8777,1910,1950,0.0,796,796,796,0,796,4,0,0,164,0,0,0
8,53.0,264561,5,3982,2006,2006,0.0,366,1520,1567,0,1567,7,648,0,0,0,0,0
8,62.0,274000,5,12677,2003,2004,472.0,300,1518,1518,0,1518,6,588,140,0,0,0,0
7,,226000,5,7050,2001,2001,0.0,319,1057,1057,872,1929,7,650,235,0,0,0,0
8,75.0,345000,7,13860,1972,1995,0.0,542,1952,2000,704,2704,9,538,111,0,0,0,0
5,80.0,152000,5,10793,1969,1969,263.0,0,780,780,840,1620,7,462,0,0,0,0,0
9,85.0,370878,5,9187,2009,2009,162.0,645,1766,1766,0,1766,7,478,130,0,0,0,0
6,,143250,5,10530,1971,1971,0.0,664,981,981,0,981,5,576,312,40,0,0,0
5,60.0,98300,5,7200,1950,1950,0.0,0,0,1048,0,1048,7,420,27,0,0,0,0
6,85.0,155000,5,10452,1953,1953,216.0,594,1094,1094,0,1094,5,495,0,0,0,287,0
6,70.0,155000,5,7700,1966,1966,351.0,756,756,1051,788,1839,7,442,124,216,0,0,0
4,21.0,84500,6,1936,1970,1970,0.0,0,630,630,0,630,3,0,0,0,0,0,0
7,65.0,205950,6,8125,2007,2007,,813,813,822,843,1665,7,562,0,0,0,0,0
4,60.0,108000,5,9084,1940,1950,0.0,755,755,755,755,1510,7,296,0,0,0,0,0
7,70.0,191000,5,8750,1996,1996,0.0,880,880,909,807,1716,7,512,120,0,0,0,0
6,60.0,135000,7,10320,1906,1995,0.0,756,756,756,713,1469,7,216,0,239,0,0,0
8,91.0,350000,6,10437,1995,1995,660.0,413,2109,2113,0,2113,7,839,46,0,0,0,0
6,21.0,88000,5,1680,1971,1971,381.0,525,525,525,567,1092,6,264,0,0,0,0,0
5,72.0,145500,7,10007,1959,2006,54.0,247,1053,1053,0,1053,5,312,0,0,0,0,0
7,60.0,149000,6,7200,1931,2000,0.0,776,776,851,651,1502,6,270,0,112,0,0,0
6,78.0,97500,5,17503,1948,1950,0.0,912,912,912,546,1458,6,330,0,0,0,0,0
5,75.0,167000,7,9937,1964,1999,0.0,849,1486,1486,0,1486,7,480,0,0,0,0,0
7,,197900,7,12384,1976,1976,233.0,793,793,1142,793,1935,7,550,113,252,0,0,0
8,52.0,402000,7,46589,1994,2005,528.0,88,1629,1686,762,2448,8,711,76,0,0,0,0
6,120.0,110000,3,13560,1968,1968,216.0,1392,1392,1392,0,1392,5,576,0,240,0,0,0
4,90.0,137500,5,10012,1972,1972,0.0,38,1138,1181,0,1181,6,588,0,180,0,0,0
8,49.0,423000,5,20896,2005,2006,0.0,356,2077,2097,0,2097,8,1134,267,0,0,0,0
8,106.0,230500,5,11194,2000,2000,40.0,1406,1406,1454,482,1936,7,504,124,0,0,0,0
6,,129000,5,18450,1965,1979,113.0,111,1021,1465,915,2380,7,596,265,0,0,0,0
6,65.0,193500,5,8125,1994,1998,258.0,270,1408,1679,0,1679,7,575,42,0,0,0,0
5,,168000,6,14175,1956,1987,0.0,200,1188,1437,0,1437,6,576,0,0,0,0,0
4,80.0,137500,5,11600,1922,1950,0.0,700,700,1180,0,1180,5,252,0,67,0,0,0
6,64.0,173500,5,8633,2005,2005,0.0,545,738,738,738,1476,7,540,35,0,0,0,0
6,54.0,103600,6,6629,1925,1950,0.0,121,672,697,672,1369,6,300,0,0,0,0,0
6,,165000,6,11250,1977,1977,0.0,441,1208,1208,0,1208,6,546,42,0,0,0,0
6,110.0,257500,7,14442,1957,2004,106.0,291,1477,1839,0,1839,7,416,87,0,0,200,0
6,80.0,140000,6,9200,1965,1965,0.0,244,1136,1136,0,1136,5,384,0,0,0,0,0
6,24.0,148500,6,2289,1978,1978,0.0,544,855,855,586,1441,7,440,0,0,0,0,0
4,60.0,87000,2,9600,1900,1950,0.0,1095,1095,1095,679,1774,8,779,0,90,0,0,0
5,52.0,109500,8,9022,1924,2006,0.0,768,768,792,0,792,5,240,0,120,0,0,0
8,80.0,372500,5,11844,2008,2008,464.0,2046,2046,2046,0,2046,7,834,82,0,0,0,0
5,,128500,5,9945,1961,1961,57.0,161,988,988,0,988,5,572,0,0,0,0,0
6,50.0,143000,5,8012,1980,1980,0.0,261,923,923,0,923,5,264,0,0,0,0,0
5,55.0,159434,5,4500,1932,2000,0.0,611,793,848,672,1520,6,281,0,56,0,0,0
6,,173000,5,2887,1996,1997,0.0,288,1291,1291,0,1291,6,431,0,0,0,0,0
9,90.0,285000,5,11248,2002,2002,215.0,567,1626,1668,0,1668,7,702,45,0,0,0,0
7,58.0,221000,5,16770,1998,1998,30.0,1195,1195,1195,644,1839,7,486,81,0,0,0,0
7,,207500,5,5062,1984,1984,0.0,180,1190,1190,900,2090,6,577,0,0,0,0,0
7,84.0,227875,6,10207,2007,2007,0.0,874,874,874,887,1761,7,578,105,0,0,0,0
7,,148800,5,5105,2004,2004,0.0,312,551,551,551,1102,4,480,60,0,0,0,0
8,60.0,392000,6,8089,2007,2007,0.0,474,1419,1419,0,1419,7,567,0,0,0,0,0
6,61.0,194700,5,7577,2005,2006,256.0,1342,1362,1362,0,1362,6,460,28,0,0,0,0
6,,141000,5,4426,2004,2004,147.0,151,848,848,0,848,3,420,0,0,0,0,0
10,104.0,755000,6,21535,1994,1995,1170.0,989,2444,2444,1872,4316,10,832,50,0,0,0,0
7,42.0,335000,5,26178,1989,1990,293.0,245,1210,1238,1281,2519,9,628,27,0,0,0,0
5,60.0,108480,6,5400,1921,1968,0.0,1073,1073,1073,0,1073,4,326,0,112,0,0,0
5,51.0,141500,6,6120,1936,1950,0.0,927,927,1067,472,1539,5,576,0,0,0,0,0
6,54.0,176000,6,13811,1987,1987,72.0,92,1112,1137,0,1137,5,551,0,0,0,0,0
5,50.0,89000,7,6000,1921,1950,0.0,0,616,616,0,616,4,205,0,129,0,0,0
5,57.0,123500,7,6420,1952,1952,0.0,219,980,1148,0,1148,6,308,0,0,0,0,0
5,65.0,138500,8,8450,1965,2009,0.0,224,894,894,0,894,5,336,144,0,0,0,0
7,59.0,196000,5,4282,2004,2004,0.0,1375,1391,1391,0,1391,5,530,158,0,0,0,0
8,85.0,312500,5,14331,2002,2002,630.0,526,1800,1800,0,1800,7,765,78,0,0,0,0
7,80.0,140000,5,9600,1969,1969,168.0,1164,1164,1164,0,1164,6,528,0,0,0,0,0
8,82.0,361919,5,12438,2006,2006,466.0,1234,1234,1264,1312,2576,10,666,100,0,0,0,0
5,76.0,140000,9,7630,1900,1996,0.0,360,360,1032,780,1812,8,672,0,40,0,0,0
7,70.0,213000,5,8400,2004,2005,109.0,761,1473,1484,0,1484,7,606,35,0,144,0,0
4,70.0,55000,5,5600,1930,1950,0.0,0,0,372,720,1092,7,0,0,0,0,0,0
7,,302000,5,115149,1971,2002,351.0,424,1643,1824,0,1824,5,739,48,0,0,0,0
8,48.0,254000,5,6240,2006,2006,176.0,461,1324,1324,0,1324,6,550,38,0,0,0,0
7,65.0,179540,5,9018,2007,2007,0.0,728,728,728,728,1456,8,400,24,0,0,0,0
5,,109900,7,7162,1966,1966,41.0,876,876,904,0,904,6,408,0,0,0,0,0
3,56.0,52000,6,4130,1935,2003,0.0,270,270,729,0,729,5,0,0,0,0,0,0
4,66.0,102776,7,8712,1900,1950,0.0,859,859,859,319,1178,7,384,0,98,0,0,0
8,40.0,189000,5,4671,1988,1989,0.0,461,1228,1228,0,1228,5,472,120,0,0,0,0
4,60.0,129000,5,9873,1970,1970,160.0,171,960,960,0,960,6,576,288,0,0,0,0
6,,130500,8,13517,1976,2005,289.0,192,725,725,754,1479,6,475,44,0,0,0,0
6,78.0,165000,5,10140,1974,1974,174.0,1064,1064,1350,0,1350,7,478,0,0,0,0,0
7,60.0,159500,8,10800,1890,1998,0.0,718,718,1576,978,2554,8,704,48,143,0,0,0
5,80.0,157000,6,10000,1973,2000,0.0,92,1176,1178,0,1178,5,439,0,0,0,0,0
7,96.0,341000,5,10542,1993,1994,651.0,138,1311,1325,1093,2418,9,983,154,216,0,0,0
5,69.0,128500,6,9920,1969,1969,0.0,448,971,971,0,971,5,300,0,0,0,0,0
8,,275000,5,6563,1985,1985,0.0,594,1742,1742,0,1742,5,564,28,234,0,0,0
6,,143000,5,4426,2004,2004,169.0,186,848,848,0,848,3,420,0,0,0,0,0
4,70.0,124500,7,8120,1970,1970,0.0,673,864,864,0,864,5,463,0,0,0,0,0
4,60.0,135000,6,8172,1954,1972,0.0,941,941,997,473,1470,7,548,0,0,0,156,0
9,86.0,320000,5,13286,2007,2008,340.0,464,1698,1698,0,1698,8,768,64,0,0,0,0
4,60.0,120500,6,6960,1970,1970,0.0,250,864,864,0,864,5,660,0,0,0,0,0
6,,222000,9,21695,1988,2007,260.0,72,880,1680,0,1680,5,540,44,0,182,0,0
7,64.0,194500,5,7314,2007,2007,82.0,508,1232,1232,0,1232,6,632,0,0,0,0,0
5,85.0,110000,5,11475,1958,1958,95.0,1584,1584,1776,0,1776,9,888,25,0,0,0,0
4,52.0,103000,5,6240,1925,1950,0.0,628,780,848,0,1208,5,539,23,112,0,0,0
8,39.0,236500,5,5389,1995,1996,0.0,415,1595,1616,0,1616,5,608,152,0,0,0,0
7,73.0,187500,5,9590,2003,2003,442.0,82,868,1146,0,1146,6,438,22,0,0,0,0
7,75.0,222500,5,11404,1998,1999,202.0,901,1153,1153,878,2031,8,541,84,0,0,0,0
5,80.0,131400,6,10000,1961,1983,0.0,270,864,1144,0,1144,6,264,0,0,0,0,0
5,,108000,5,8978,1968,1968,0.0,948,948,948,0,948,6,300,0,0,0,0,0
7,60.0,163000,7,10800,1914,1970,0.0,490,880,880,888,1768,6,320,341,0,0,0,0
3,60.0,93500,4,8544,1950,1950,0.0,0,0,1040,0,1040,6,400,0,0,0,0,0
8,72.0,239900,5,10463,2005,2005,0.0,893,893,901,900,1801,8,800,116,0,0,0,0
5,60.0,179000,5,10800,1987,1988,0.0,0,1200,1200,0,1200,5,0,0,0,0,0,0
7,65.0,190000,5,9313,2004,2004,0.0,864,864,864,864,1728,7,572,56,0,0,0,0
5,60.0,132000,7,9600,1910,2002,0.0,264,264,768,664,1432,7,360,0,112,0,0,0
6,65.0,142000,8,6768,1961,1996,0.0,80,912,912,0,912,5,288,0,0,0,0,0
7,65.0,179000,5,8450,2000,2001,108.0,1349,1349,1349,0,1349,6,539,55,0,0,0,0
5,70.0,175000,6,12886,1963,1999,0.0,76,520,1464,0,1464,6,480,0,0,0,100,0
8,41.0,180000,5,5395,1993,1993,0.0,604,1337,1337,0,1337,5,462,0,70,168,0,0
8,,299800,9,8963,1976,1996,289.0,487,1142,1175,1540,2715,11,831,204,0,0,0,0
7,,236000,5,8795,2000,2000,0.0,652,952,980,1276,2256,8,554,54,0,0,0,0
7,65.0,265979,7,11700,1880,2003,0.0,1240,1240,1320,1320,2640,8,864,0,386,0,0,0
7,59.0,260400,5,10593,1996,1996,338.0,801,1720,1720,0,1720,7,527,56,154,0,0,0
4,50.0,98000,3,8405,1945,1950,0.0,0,0,1088,441,1529,9,240,0,185,0,0,0
4,55.0,96500,7,8800,1910,2004,0.0,576,576,792,348,1140,7,0,160,0,0,0,0
7,,162000,5,7750,2003,2003,0.0,660,660,660,660,1320,6,400,48,0,0,0,0
6,79.0,217000,5,9236,1997,1997,0.0,279,1479,1494,0,1494,6,576,27,0,0,0,0
8,80.0,275500,5,10240,2005,2005,178.0,1030,1030,1038,1060,2098,8,878,52,0,0,0,0
6,61.0,156000,8,7930,1969,2005,0.0,115,1026,1026,0,1026,5,440,48,0,0,0,0
6,34.0,172500,5,3230,1999,1999,894.0,348,729,742,729,1471,6,440,24,0,0,0,0
8,68.0,212000,5,10769,2007,2007,0.0,846,866,866,902,1768,7,578,105,0,0,0,0
6,,158900,5,11616,1978,1978,328.0,234,672,672,714,1386,6,440,0,0,0,0,0
7,24.0,179400,5,2280,1999,1999,360.0,195,744,757,744,1501,6,440,0,0,0,0,0
8,65.0,290000,5,12257,1995,1995,513.0,1198,1318,1328,1203,2531,9,752,98,0,0,0,0
6,70.0,127500,6,9100,1959,1959,0.0,252,864,864,0,864,5,300,0,0,0,0,0
5,60.0,100000,5,6911,1924,1950,0.0,740,1145,1301,0,1301,5,440,0,0,0,0,0
7,72.0,215200,5,8640,2009,2009,0.0,732,756,764,783,1547,7,614,45,0,0,0,0
8,82.0,337000,5,9430,1999,1999,673.0,89,1252,1268,1097,2365,8,856,128,0,0,180,0
8,30.0,270000,5,9549,1995,1996,0.0,0,1494,1494,0,1494,6,481,30,0,0,216,0
9,75.0,264132,5,14587,2008,2008,284.0,1498,1498,1506,0,1506,6,592,174,0,0,0,0
7,80.0,196500,5,10421,1988,1988,42.0,586,980,980,734,1714,7,496,66,156,0,0,0
6,75.0,160000,7,12508,1940,1985,0.0,323,983,983,767,1750,7,423,0,156,0,0,0
7,70.0,216837,5,9100,2004,2005,0.0,1836,1860,1836,0,1836,8,484,33,0,0,0,0
8,47.0,538000,5,53504,2003,2003,603.0,234,1650,1690,1589,3279,12,841,36,0,0,210,0
5,,134900,5,7252,1982,1982,0.0,173,858,858,0,858,5,576,0,0,0,0,0
4,67.0,102000,5,8877,1951,1951,0.0,0,836,1220,0,1220,6,396,0,0,0,0,0
6,94.0,107000,5,7819,1976,1976,0.0,480,1029,1117,0,1117,6,672,0,0,0,0,0
5,70.0,114500,5,10150,1958,1958,1.0,456,912,912,0,912,5,275,0,0,0,0,0
8,110.0,395000,5,14226,2006,2006,375.0,1935,1935,1973,0,1973,9,895,45,0,0,0,0
6,32.0,162000,5,4500,1998,1998,320.0,338,1204,1204,0,1204,5,412,247,0,0,0,0
7,86.0,221500,5,11210,2005,2006,240.0,1594,1614,1614,0,1614,7,865,59,0,0,0,0
5,100.0,142500,5,13350,1974,1974,0.0,102,864,894,0,894,5,440,0,0,0,0,0
5,60.0,144000,5,8400,1977,1977,320.0,0,0,2020,0,2020,10,630,0,0,0,0,0
6,78.0,135000,5,10530,1977,1977,90.0,0,975,1004,0,1004,4,504,0,0,0,0,0
7,63.0,176000,5,7875,1995,1996,38.0,1237,1237,1253,0,1253,6,402,21,0,0,0,0
6,65.0,175900,5,7153,1992,1992,0.0,374,761,810,793,1603,7,484,124,0,0,0,0
7,67.0,187100,5,16285,2001,2002,0.0,1413,1413,1430,0,1430,6,605,33,0,0,0,0
5,,165500,6,9101,1978,1978,104.0,0,1097,1110,0,1110,4,602,30,0,0,0,0
6,35.0,128000,6,6300,1914,2001,0.0,742,742,742,742,1484,9,0,291,134,0,0,0
6,,161500,5,9790,1967,1967,0.0,491,1372,1342,0,1342,7,457,0,0,0,197,0
5,60.0,139000,6,10800,1915,1950,0.0,0,686,966,686,1652,7,416,0,196,0,0,0
7,76.0,233000,5,10142,2004,2004,0.0,300,956,956,1128,2084,8,618,45,0,0,0,0
4,50.0,107900,7,6000,1954,2000,0.0,901,901,901,0,901,4,281,0,0,0,0,0
6,,187500,8,12205,1966,2007,157.0,264,832,976,1111,2087,9,444,168,0,0,0,0
7,43.0,160200,5,3182,2005,2006,11.0,1129,1145,1145,0,1145,5,397,16,0,0,0,0
6,,146800,5,11333,1976,1976,0.0,490,1029,1062,0,1062,5,539,0,0,0,0,0
7,92.0,269790,5,9920,1996,1997,0.0,255,1117,1127,886,2013,8,455,130,0,0,0,0
8,76.0,225000,5,9158,2007,2007,140.0,1496,1496,1496,0,1496,7,474,130,0,0,0,0
7,,194500,5,10832,1994,1996,0.0,712,712,1086,809,1895,7,409,46,0,0,0,0
6,70.0,171000,6,8400,1980,1981,130.0,650,650,888,676,1564,7,476,50,0,0,204,0
6,71.0,143500,5,8197,1977,1977,148.0,660,660,1285,0,1285,7,528,0,0,0,0,0
5,57.0,110000,5,7677,1953,1953,0.0,203,773,773,0,773,4,240,0,0,0,0,0
9,104.0,485000,5,13518,2008,2009,860.0,1926,1926,1966,1174,3140,11,820,78,0,0,0,0
5,60.0,175000,7,7200,1937,1950,252.0,162,731,981,787,1768,7,240,0,264,0,0,0
6,79.0,200000,5,12798,1997,1997,0.0,154,616,616,1072,1688,8,603,114,185,0,0,0
4,40.0,109900,7,4800,1916,1990,0.0,999,1196,1196,0,1196,5,440,0,0,0,0,0
7,63.0,189000,5,8199,2005,2005,0.0,80,728,728,728,1456,7,410,18,0,0,0,0
9,107.0,582933,5,13891,2008,2009,424.0,1734,1734,1734,1088,2822,12,1020,170,0,0,192,0
5,75.0,118000,5,9000,1954,1954,0.0,124,936,1128,0,1128,5,286,0,0,0,0,0
7,91.0,227680,5,12274,2008,2008,256.0,1417,1417,1428,0,1428,6,554,60,0,0,0,0
5,75.0,135500,5,9750,1967,1967,0.0,100,980,980,0,980,6,384,0,0,0,0,0
5,144.0,223500,6,21384,1923,2004,0.0,15,1324,1072,504,1576,6,528,312,0,0,0,0
5,85.0,159950,5,13400,1966,1966,1047.0,380,1024,1086,0,1086,6,484,0,0,0,0,0
5,90.0,106000,5,8100,1898,1965,0.0,849,849,1075,1063,2138,11,360,156,0,0,0,0
6,78.0,181000,6,10140,1974,1999,99.0,0,1040,1309,0,1309,5,484,0,0,0,0,648
6,,144500,5,4438,2004,2004,169.0,186,848,848,0,848,4,420,0,0,0,0,0
5,66.0,55993,5,8712,1952,1952,0.0,540,540,1044,0,1044,4,504,0,0,0,0,0
6,75.0,157900,6,9750,1958,1958,243.0,834,1442,1442,0,1442,7,301,0,275,0,0,0
5,45.0,116000,7,8248,1918,1950,0.0,686,686,686,564,1250,7,280,0,96,0,0,0
7,48.0,224900,5,12137,1998,1998,442.0,1649,1649,1661,0,1661,6,598,34,0,0,0,0
5,,137000,6,11425,1954,1954,0.0,522,1008,1008,0,1008,4,275,0,120,0,0,0
8,,271000,5,13265,2002,2002,148.0,350,1568,1689,0,1689,7,857,59,0,0,0,0
6,80.0,155000,7,8816,1971,1971,80.0,506,1010,1052,0,1052,6,440,0,0,0,0,0
7,44.0,224000,5,6371,2009,2010,128.0,625,1358,1358,0,1358,6,484,35,0,0,0,0
7,72.0,183000,5,7226,2003,2003,0.0,798,798,798,842,1640,6,595,45,0,0,0,0
4,60.0,93000,4,6000,1953,1953,0.0,936,936,936,0,936,4,576,32,112,0,0,0
7,,225000,5,12394,2003,2003,0.0,847,847,847,886,1733,7,433,48,0,0,0,0
6,60.0,139500,7,9900,1940,1950,0.0,778,778,944,545,1489,7,240,0,0,0,0,0
8,81.0,232600,5,11216,2006,2006,0.0,1489,1489,1489,0,1489,7,776,140,0,0,0,0
10,114.0,385000,5,14803,2007,2008,816.0,442,2078,2084,0,2084,7,1220,45,0,0,0,0
5,50.0,109500,6,6130,1924,1950,0.0,0,784,784,0,784,5,0,0,116,0,0,0
7,65.0,189000,5,8529,2001,2001,0.0,1434,1454,1434,0,1434,6,527,39,0,0,0,0
5,,185000,5,28698,1967,1967,0.0,0,1013,1160,966,2126,7,538,0,0,0,225,0
7,24.0,147400,5,2544,2005,2005,0.0,600,600,520,623,1223,4,480,166,0,0,0,0
6,80.0,166000,5,11900,1957,1957,387.0,352,1392,1392,0,1392,6,458,0,0,0,192,0
